"customer_id","first_name","last_name","avg"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
28,"Cynthia","Young","3.5233333333333333"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
413,"Marvin","Yee","3.4636842105263158"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
402,"Luis","Yanez","4.0952631578947368"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
318,"Brian","Wyman","3.9900000000000000"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
31,"Brenda","Wright","4.0284615384615385"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
496,"Tyler","Wren","4.3584210526315789"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
107,"Florence","Woods","4.0971428571428571"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
78,"Lori","Wood","4.5706451612903226"
581,"Virgil","Wofford","3.9100000000000000"
581,"Virgil","Wofford","3.9100000000000000"
